Species,SubUnit,Product Name,Product URL,Page Path
Petcare,Products for Cats,PET HAIR ATTRACTOR,https://www.zoetisus.com/products/cats/pet-hair-attractor.aspx,/products/cats/pet-hair-attractor.aspx
Petcare,Products for Cats,PET-TINIC®,https://www.zoetisus.com/products/cats/pet-tinic.aspx,/products/cats/pet-tinic.aspx
Petcare,Products for Cats,QUIKCLEAN® Waterless Shampoo,https://www.zoetisus.com/products/cats/quikclean-waterless-shampoo.aspx,/products/cats/quikclean-waterless-shampoo.aspx
Petcare,Products for Cats,RABIES TAGS,https://www.zoetisus.com/products/cats/rabies-tags.aspx,/products/cats/rabies-tags.aspx
Petcare,Products for Cats,REVOLUTION® for Cats,https://www.zoetisus.com/products/cats/revolution/index.aspx,/products/cats/revolution/index.aspx
Petcare,Products for Cats,REVOLUTION®Plus for Cats,https://www.zoetisus.com/products/cats/revolution/index.aspx,/products/cats/revolution/index.aspx
Petcare,Products for Cats,SIMBADOL,https://www.zoetisus.com/products/cats/simbadol/home.aspx,/products/cats/simbadol/home.aspx
Petcare,Products for Cats,TERRAMYCIN® Ophthalmic Ointment,https://www.zoetisus.com/products/cats/terramycin-ophthalmic-ointment.aspx,/products/cats/terramycin-ophthalmic-ointment.aspx
Petcare,Products for Cats,"TORBUGESIC®-SA (butorphanol tartrate, USP) ",https://www.zoetisus.com/products/cats/torbugesic-sa.aspx,/products/cats/torbugesic-sa.aspx
Petcare,Products for Cats,TRITOP®,https://www.zoetisus.com/products/cats/tritop.aspx,/products/cats/tritop.aspx
Petcare,Products for Cats,WITNESS® FeLV Feline Leukemia Antigen Test Kit,https://www.zoetisus.com/products/cats/witness-felv-feline-leukemia-antigen-test-kit.aspx,/products/cats/witness-felv-feline-leukemia-antigen-test-kit.aspx
Petcare,Products for Cats,WITNESS® FeLV-FIV,https://www.zoetisus.com/products/cats/witness_felv-fiv.aspx,/products/cats/witness_felv-fiv.aspx
Petcare,Products for Cats,WITNESS® Heartworm Antigen Test Kit,https://www.zoetisus.com/products/dogs/witness-heartworm.aspx,/products/dogs/witness-heartworm.aspx
Petcare,Products for Cats,WITNESS® Lepto ,https://www.zoetisus.com/products/dogs/witness-lepto.aspx,/products/dogs/witness-lepto.aspx
Petcare,Products for Cats,WITNESS® Parvo ,https://www.zoetisus.com/products/dogs/witness-parvo.aspx,/products/dogs/witness-parvo.aspx
Petcare,Products for Cats,ZENIQUIN® ,https://www.zoetisus.com/products/cats/zeniquin.aspx,/products/cats/zeniquin.aspx
Petcare,Products for Dogs,ALBON®,https://www.zoetisus.com/products/cats/albon.aspx,/products/cats/albon.aspx
Petcare,Products for Dogs,ALPHATRAK® 2 METER,https://www.zoetisus.com/products/dogs/alphatrakmeter/alphatrak-home.aspx,/products/dogs/alphatrakmeter/alphatrak-home.aspx
Petcare,Products for Dogs,AMOXI®,https://www.zoetisus.com/products/cats/amoxi.aspx,/products/cats/amoxi.aspx
Petcare,Products for Dogs,ANIPRYL,https://www.zoetisus.com/products/dogs/anipryl.aspx,/products/dogs/anipryl.aspx
Petcare,Products for Dogs,ANTIROBE®,https://www.zoetisus.com/products/cats/antirobe.aspx,/products/cats/antirobe.aspx
Petcare,Products for Dogs,ANTISEDAN® (atipamezole),https://www.zoetisus.com/products/dogs/antisedan-_atipamezole_.aspx,/products/dogs/antisedan-_atipamezole_.aspx
Petcare,Products for Dogs,APOQUEL,https://www.zoetisus.com/products/dogs/apoquel/index.aspx,/products/dogs/apoquel/index.aspx
Petcare,Products for Dogs,AUREOMYCIN,https://www.zoetisus.com/products/poultry/aureomycin.aspx,/products/poultry/aureomycin.aspx
Petcare,Products for Dogs,BRONCHICINE® CAe,https://www.zoetisus.com/products/dogs/bronchicine/index.aspx,/products/dogs/bronchicine/index.aspx
Petcare,Products for Dogs,CYTOPOINT,https://www.zoetisus.com/products/dogs/cytopoint/index.aspx,/products/dogs/cytopoint/index.aspx
Petcare,Products for Cats,CERENIA® (maropitant citrate),https://www.zoetisus.com/products/pages/cerenia/index.aspx,/products/pages/cerenia/index.aspx
Petcare,Products for Dogs,CESTEX®,https://www.zoetisus.com/products/cats/cestex.aspx,/products/cats/cestex.aspx
Petcare,Products for Dogs,CLAVAMOX®,https://www.zoetisus.com/products/dogs/clavamox/index.aspx,/products/dogs/clavamox/index.aspx
Petcare,Products for Dogs,CONVENIA®,https://www.zoetisus.com/products/dogs/convenia/index.aspx,/products/dogs/convenia/index.aspx
Petcare,Products for Dogs,D-TEC® CB,https://www.zoetisus.com/products/dogs/d-tec-cb.aspx,/products/dogs/d-tec-cb.aspx
Petcare,Products for Dogs,DEFENSOR® 1,https://www.zoetisus.com/products/dogs/defensor1.aspx,/products/dogs/defensor1.aspx
Petcare,Products for Dogs,DEFENSOR® 3,https://www.zoetisus.com/products/dogs/defensor3.aspx,/products/dogs/defensor3.aspx
Petcare,Products for Dogs,DEPO-MEDROL® ,https://www.zoetisus.com/products/cats/depo-medrol.aspx,/products/cats/depo-medrol.aspx
Petcare,Products for Dogs,DERMA-CLENS® ,https://www.zoetisus.com/products/cats/derma-clens-cream.aspx,/products/cats/derma-clens-cream.aspx
Petcare,Products for Dogs,DEXDOMITOR®,https://www.zoetisus.com/products/cats/dexdomitor/index.aspx,/products/cats/dexdomitor/index.aspx
Petcare,Products for Dogs,DEXDOMITOR® 0.1,https://www.zoetisus.com/products/dogs/dexdomitor-01/index.aspx,/products/dogs/dexdomitor-01/index.aspx
Petcare,Products for Dogs,DIROBAN,https://www.zoetisus.com/products/dogs/diroban/index.aspx,/products/dogs/diroban/index.aspx
Petcare,Products for Dogs,DOXIROBE® Gel ,https://www.zoetisus.com/products/dogs/doxirobe-gel.aspx,/products/dogs/doxirobe-gel.aspx
Petcare,Products for Dogs,ELIMIN-ODOR® General Purpose,https://www.zoetisus.com/products/cats/elimin-odor-general-purpose.aspx,/products/cats/elimin-odor-general-purpose.aspx
Petcare,Products for Dogs,ELIMIN-ODOR® Pet Accident,https://www.zoetisus.com/products/cats/elimin-odor-pet-accident.aspx,/products/cats/elimin-odor-pet-accident.aspx
Petcare,Products for Dogs,ELIMIN-ODOR® Pet Stain Remover,https://www.zoetisus.com/products/cats/elimin-odor-pet-stain-eliminator.aspx,/products/cats/elimin-odor-pet-stain-eliminator.aspx
Petcare,Products for Dogs,ELIMIN-ODOR® Canine,https://www.zoetisus.com/products/dogs/elimin-odor-canine.aspx,/products/dogs/elimin-odor-canine.aspx
Petcare,Products for Dogs,ERADIMITE,https://www.zoetisus.com/products/cats/eradimite.aspx,/products/cats/eradimite.aspx
Petcare,Products for Dogs,LINCOCIN®,https://www.zoetisus.com/products/cats/lincocin.aspx,/products/cats/lincocin.aspx
Petcare,Products for Dogs,LUTALYSE,https://www.zoetisus.com/products/dogs/lutalyse.aspx,/products/dogs/lutalyse.aspx
Petcare,Products for Dogs,LYMEVAX®,https://www.zoetisus.com/products/dogs/lymevax.aspx,/products/dogs/lymevax.aspx
Petcare,Products for Dogs,MEDROL®,https://www.zoetisus.com/products/cats/medrol.aspx,/products/cats/medrol.aspx
Petcare,Products for Dogs,MONOJECT LUER LOCK SYRINGE,https://www.zoetisus.com/products/dogs/monoject-luer-lock-syringe.aspx,/products/dogs/monoject-luer-lock-syringe.aspx
Petcare,Products for Dogs,NEMEX® (pyrantel pamoate) ,https://www.zoetisus.com/products/dogs/nemex.aspx,/products/dogs/nemex.aspx
Petcare,Products for Dogs,NEO-PREDEF®,https://www.zoetisus.com/products/cats/neo-predef.aspx,/products/cats/neo-predef.aspx
Petcare,Products for Dogs,NOLVADENT®,https://www.zoetisus.com/products/cats/nolvadent.aspx,/products/cats/nolvadent.aspx
Petcare,Products for Dogs,NOLVASAN® Otic,https://www.zoetisus.com/products/cats/nolvasan-otic.aspx,/products/cats/nolvasan-otic.aspx
Petcare,Products for Dogs,NOLVASAN® S,https://www.zoetisus.com/products/cats/nolvasan-s.aspx,/products/cats/nolvasan-s.aspx
Petcare,Products for Dogs,NOLVASAN® Skin and Wound Cleanser,https://www.zoetisus.com/products/cats/nolvasan-skin-and-wound-cleanser.aspx,/products/cats/nolvasan-skin-and-wound-cleanser.aspx
Petcare,Products for Dogs,NOLVASAN® Solution,https://www.zoetisus.com/products/cats/nolvasan-solution.aspx,/products/cats/nolvasan-solution.aspx
Petcare,Products for Dogs,NOLVASAN® Surgical Scrub,https://www.zoetisus.com/products/cats/nolvasan-surgical-scrub.aspx,/products/cats/nolvasan-surgical-scrub.aspx
Petcare,Products for Dogs,OTI-CLENS®,https://www.zoetisus.com/products/cats/oti-clens.aspx,/products/cats/oti-clens.aspx
Petcare,Products for Dogs,PALLADIA,https://www.zoetisus.com/products/dogs/palladia/index.aspx,/products/dogs/palladia/index.aspx
Petcare,Products for Dogs,PET HAIR ATTRACTOR,https://www.zoetisus.com/products/cats/pet-hair-attractor.aspx,/products/cats/pet-hair-attractor.aspx
Petcare,Products for Dogs,PET-CAL®,https://www.zoetisus.com/products/cats/pet-cal.aspx,/products/cats/pet-cal.aspx
Petcare,Products for Dogs,PET-TABS®,https://www.zoetisus.com/products/dogs/pet-tabs.aspx,/products/dogs/pet-tabs.aspx
Petcare,Products for Dogs,PET-TABS® Plus,https://www.zoetisus.com/products/dogs/pet-tabs-plus.aspx,/products/dogs/pet-tabs-plus.aspx
Petcare,Products for Dogs,PET-TINIC®,https://www.zoetisus.com/products/cats/pet-tinic.aspx,/products/cats/pet-tinic.aspx
Petcare,Products for Dogs,PRIMOR®,https://www.zoetisus.com/products/dogs/primor.aspx,/products/dogs/primor.aspx
Petcare,Products for Dogs,ProHeart® 6 (moxidectin),https://www.zoetisus.com/products/dogs/proheart6/index.aspx,/products/dogs/proheart6/index.aspx
Petcare,Products for Dogs,ProHeart® 12 (moxidectin),https://www.zoetisus.com/products/dogs/proheart/index.aspx,/products/dogs/proheart/index.aspx
Petcare,Products for Dogs,QUIKCLEAN® Waterless Shampoo,https://www.zoetisus.com/products/cats/quikclean-waterless-shampoo.aspx,/products/cats/quikclean-waterless-shampoo.aspx
Petcare,Products for Dogs,RABIES TAGS,https://www.zoetisus.com/products/cats/rabies-tags.aspx,/products/cats/rabies-tags.aspx
Petcare,Products for Dogs,REVOLUTION® for Dogs,https://www.zoetisus.com/products/pages/revolution_dogs/home.aspx,/products/pages/revolution_dogs/home.aspx
Petcare,Products for Dogs,RIMADYL® (carprofen),https://www.zoetisus.com/products/pages/rimadyldvm/index.aspx,/products/pages/rimadyldvm/index.aspx
Petcare,Products for Dogs,SILEO® ,https://www.zoetisus.com/products/dogs/sileo/index.aspx,/products/dogs/sileo/index.aspx
Petcare,Products for Dogs,SIMPARICA® ,https://www.zoetisus.com/products/dogs/simparica/index.aspx,/products/dogs/simparica/index.aspx
Petcare,Products for Dogs,SIMPARICA TRIO ,https://www2.zoetisus.com/products/petcare/simparica-trio,/products/petcare/simparica-trio
Petcare,Products for Dogs,SIMPLICEF® ,https://www.zoetisus.com/products/dogs/simplicef.aspx,/products/dogs/simplicef.aspx
Petcare,Products for Dogs,SYNOTIC® Otic Solution,https://www.zoetisus.com/products/dogs/synotic-otic-solution.aspx,/products/dogs/synotic-otic-solution.aspx
Petcare,Products for Dogs,TELAZOL® (tiletamine HCl and zolazepam HCl),https://www.zoetisus.com/products/dogs/telazol.aspx,/products/dogs/telazol.aspx
Petcare,Products for Dogs,Temaril P® (trimeprazine with predisolone),https://www.zoetisus.com/products/dogs/temaril-p.aspx,/products/dogs/temaril-p.aspx
Petcare,Products for Dogs,TERRAMYCIN® Opthalmic Ointment,https://www.zoetisus.com/products/cats/terramycin-ophthalmic-ointment.aspx,/products/cats/terramycin-ophthalmic-ointment.aspx
Petcare,Products for Dogs,TORBUTROL® (butorphanol tartrate),https://www.zoetisus.com/products/dogs/torbutrol.aspx,/products/dogs/torbutrol.aspx
Petcare,Products for Dogs,TRITOP®,https://www.zoetisus.com/products/cats/tritop.aspx,/products/cats/tritop.aspx
Petcare,Products for Dogs,Vanguard® B (IN),https://www.zoetisus.com/products/dogs/vanguard-b-_in_.aspx,/products/dogs/vanguard-b-_in_.aspx
Petcare,Products for Dogs,Vanguard® B Oral,https://www.zoetisus.com/products/dogs/vanguard-boral/,/products/dogs/vanguard-boral/
Petcare,Products for Dogs,VANGUARD® CIV H3N2/H3N8,https://www.zoetisus.com/products/dogs/vanguard-civ-h3n2-h3n8/,/products/dogs/vanguard-civ-h3n2-h3n8/
Petcare,Products for Dogs,VANGUARD® CIV H3N8,https://www.zoetisus.com/products/dogs/vanguard-civ.aspx,/products/dogs/vanguard-civ.aspx
Petcare,Products for Dogs,VANGUARD® CIV H3N2,https://www.zoetisus.com/products/dogs/canineinfluenzavaccineh3n2/index.aspx,/products/dogs/canineinfluenzavaccineh3n2/index.aspx
Petcare,Products for Dogs,VANGUARD® CV,https://www.zoetisus.com/products/dogs/vanguard-cv.aspx,/products/dogs/vanguard-cv.aspx
Petcare,Products for Dogs,VANGUARD® DAMP,https://www.zoetisus.com/products/dogs/vanguard-damp.aspx,/products/dogs/vanguard-damp.aspx
Petcare,Products for Dogs,VANGUARD® DAP,https://www.zoetisus.com/products/dogs/vanguard-dap.aspx,/products/dogs/vanguard-dap.aspx
Petcare,Products for Dogs,VANGUARD® L4,https://www.zoetisus.com/products/dogs/vanguard-l4.aspx,/products/dogs/vanguard-l4.aspx
Petcare,Products for Dogs,VANGUARD® crLyme,https://www.zoetisus.com/products/dogs/vanguard-crlyme/index.aspx,/products/dogs/vanguard-crlyme/index.aspx
Petcare,Products for Dogs,VANGUARD® Plus 5,https://www.zoetisus.com/products/dogs/vanguard-plus-5.aspx,/products/dogs/vanguard-plus-5.aspx
Petcare,Products for Dogs,VANGUARD® Plus 5 L4,https://www.zoetisus.com/products/dogs/vanguard-plus-5-l4.aspx,/products/dogs/vanguard-plus-5-l4.aspx
Petcare,Products for Dogs,VANGUARD® Plus 5 L4 CV,https://www.zoetisus.com/products/dogs/vanguard-plus-5-l4-cv.aspx,/products/dogs/vanguard-plus-5-l4-cv.aspx
Petcare,Products for Dogs,VANGUARD® PLUS 5/CV,https://www.zoetisus.com/products/dogs/vanguard-plus-5-cv.aspx,/products/dogs/vanguard-plus-5-cv.aspx
Petcare,Products for Dogs,VANGUARD® Plus CPV,https://www.zoetisus.com/products/dogs/vanguard-plus-cpv.aspx,/products/dogs/vanguard-plus-cpv.aspx
Petcare,Products for Dogs,VANGUARD® Rapid Resp B Intranasal,https://www.zoetisus.com/products/dogs/vanguard-rapid-resp-b-intranasal.aspx,/products/dogs/vanguard-rapid-resp-b-intranasal.aspx
Petcare,Products for Dogs,VANGUARD® Rapid Resp B SF Intranasal,https://www.zoetisus.com/products/dogs/vanguard-rapid-resp-b-sf-intranasal.aspx,/products/dogs/vanguard-rapid-resp-b-sf-intranasal.aspx
Petcare,Products for Dogs,VANGUARD® Rapid Resp 2 Intranasal,https://www.zoetisus.com/products/dogs/vanguard-rapid-resp-2-intranasal.aspx,/products/dogs/vanguard-rapid-resp-2-intranasal.aspx
Petcare,Products for Dogs,VANGUARD® Rapid Resp 2 SF Intranasal,https://www.zoetisus.com/products/dogs/vanguard-rapid-resp-2-sf-intranasal.aspx,/products/dogs/vanguard-rapid-resp-2-sf-intranasal.aspx
Petcare,Products for Dogs,VANGUARD® Rapid Resp 3 Intranasal,https://www.zoetisus.com/products/dogs/vanguard-rapid-resp-3-intranasal.aspx,/products/dogs/vanguard-rapid-resp-3-intranasal.aspx
Petcare,Products for Dogs,VANGUARD® Rapid Resp 3 SF Intranasal,https://www.zoetisus.com/products/dogs/vanguard-rapid-resp-3-sf-intranasal.aspx,/products/dogs/vanguard-rapid-resp-3-sf-intranasal.aspx
Petcare,Products for Dogs,VI-SORBITS®,https://www.zoetisus.com/products/dogs/vi-sorbits.aspx,/products/dogs/vi-sorbits.aspx
Petcare,Products for Dogs,VIOKASE®-V,https://www.zoetisus.com/products/dogs/viokase-v.aspx,/products/dogs/viokase-v.aspx
Petcare,Products for Dogs,WITNESS® Heartworm Antigen Test Kit,https://www.zoetisus.com/products/dogs/witness-heartworm.aspx,/products/dogs/witness-heartworm.aspx
Petcare,Products for Dogs,WITNESS® Lepto ,https://www.zoetisus.com/products/dogs/witness-lepto.aspx,/products/dogs/witness-lepto.aspx
Petcare,Products for Dogs,WITNESS® Parvo ,https://www.zoetisus.com/products/dogs/witness-parvo.aspx,/products/dogs/witness-parvo.aspx
Petcare,Products for Dogs,ZENIQUIN®,https://www.zoetisus.com/products/dogs/zeniquin.aspx,/products/dogs/zeniquin.aspx
Petcare,NSOAP,OA Pain Home,https://www.zoetisus.com/oa-pain/first-time-resolution.aspx,/oa-pain/first-time-resolution.aspx
Petcare,NSOAP,Feline Osteoarthritis,https://www.zoetisus.com/oa-pain/feline-oa-pain.aspx,/oa-pain/feline-oa-pain.aspx
Petcare,NSOAP,Canine Osteoarthritis,https://www.zoetisus.com/oa-pain/canine-oa-pain.aspx,/oa-pain/canine-oa-pain.aspx
Petcare,NSOAP,Feline Exam Videos,https://www.zoetisus.com/oa-pain/feline-exam-videos.aspx,/oa-pain/feline-exam-videos.aspx
Horses,Services & Programs,Commitment to Veterinarians,https://www.zoetisus.com/responsibility/commitment-to-veterinarians/homepage.aspx ,/responsibility/commitment-to-veterinarians/homepage.aspx
Horses,Services & Programs,Diagnostics,https://www.zoetisus.com/species/diagnostics_new.aspx,/species/diagnostics_new.aspx
Horses,Services & Programs,Equine Immunization Support Guarantee,https://www.zoetisus.com/products/horses/equine-immunization-support-guarantee-program.aspx,/products/horses/equine-immunization-support-guarantee-program.aspx
Horses,Services & Programs,Reproduction Services,https://www.zoetisus.com/reproduction/home.aspx,/reproduction/home.aspx
Horses,Products,AMIGLYDE-V ® (amikacin sulfate) Intrauterine Solution,https://www.zoetisus.com/products/horses/amiglyde-v.aspx,/products/horses/amiglyde-v.aspx
Horses,Products,ANTHELCIDE® EQ Paste,https://www.zoetisus.com/products/horses/anthelcide-eq-paste.aspx,/products/horses/anthelcide-eq-paste.aspx
Horses,Products,ARVAC®,https://www.zoetisus.com/products/horses/arvac.aspx,/products/horses/arvac.aspx
Horses,Products,CARBOCAINE®-V (mepivacaine hydrochloride) Sterile Aqueous Solution,https://www.zoetisus.com/products/horses/carbocaine-v.aspx,/products/horses/carbocaine-v.aspx
Horses,Products,CLOVITE® Conditioner,https://www.zoetisus.com/products/horses/clovite-conditioner.aspx,/products/horses/clovite-conditioner.aspx
Horses,Products,CORE EQ INNOVATORTM,https://www.zoetisus.com/products/horses/core-eq-innovator.aspx,/products/horses/core-eq-innovator.aspx
Horses,Products,DEPO-MEDROL® (methylprednisolone acetate) Sterile Aqueous Suspension,https://www.zoetisus.com/products/horses/depo-medrol.aspx,/products/horses/depo-medrol.aspx
Horses,Products,DORMOSEDAN GEL® (detomidine hydrochloride),https://www.zoetisus.com/products/horses/dormosedan_gel/index.aspx,/products/horses/dormosedan_gel/index.aspx
Horses,Products,DORMOSEDAN® Sterile Solution (detomidine hydrochloride),https://www.zoetisus.com/products/horses/dormosedan.aspx,/products/horses/dormosedan.aspx
Horses,Products,EQUILOID INNOVATOR® ,https://www.zoetisus.com/products/horses/equiloid-innovator.aspx,/products/horses/equiloid-innovator.aspx
Horses,Products,EQUINE ROTAVIRUS VACCINE*,https://www.zoetisus.com/products/horses/equine-rotavirus-vaccine.aspx,/products/horses/equine-rotavirus-vaccine.aspx
Horses,Products,EQUIVAC® INNOVATOR EHV-1/4 ,https://www.zoetisus.com/products/horses/equivac-innovator-ehv-1-4.aspx,/products/horses/equivac-innovator-ehv-1-4.aspx
Horses,Products,EXCEDE� (ceftiofur crystalline free acid) Sterile Suspension,https://www.zoetisus.com/products/horses/excede.aspx,/products/horses/excede.aspx
Horses,Products,FLUVAC INNOVATOR®,https://www.zoetisus.com/products/horses/fluvac-innovator-equine-influenza-vaccine.aspx,/products/horses/fluvac-innovator-equine-influenza-vaccine.aspx
Horses,Products,KETOFEN® (ketoprofen) Sterile Solution,https://www.zoetisus.com/products/horses/ketofen.aspx,/products/horses/ketofen.aspx
Horses,Products,KOPERTOX®,https://www.zoetisus.com/products/horses/kopertox.aspx,/products/horses/kopertox.aspx
Horses,Products,LEPTO EQ INNOVATOR®,https://www.zoetisus.com/products/horses/lepto-eq-innovator/index.aspx,/products/horses/lepto-eq-innovator/index.aspx
Horses,Products,PINNACLE® I.N.,https://www.zoetisus.com/products/horses/pinnacle-i.n.aspx,/products/horses/pinnacle-i.n.aspx
Horses,Products,PREDEF® 2X (isoflupredone acetate) Sterile Aqueous Solution,https://www.zoetisus.com/products/horses/predef-2x.aspx,/products/horses/predef-2x.aspx
Horses,Products,QUEST® Gel,https://www.zoetisus.com/products/horses/questhorse/index.aspx,/products/horses/questhorse/index.aspx
Horses,Products,QUEST® PLUS Gel,https://www.zoetisus.com/products/horses/questhorse/index.aspx,/products/horses/questhorse/index.aspx
Horses,Products,SOLITUDE® IGR,https://www.zoetisus.com/products/horses/solitude-igr.aspx,/products/horses/solitude-igr.aspx
Horses,Products,STRONGID® Paste ,https://www.zoetisus.com/products/horses/strongid-paste.aspx,/products/horses/strongid-paste.aspx
Horses,Products,STRONGID® C 2X,https://www.zoetisus.com/products/horses/strongid-c-c-2x.aspx,/products/horses/strongid-c-c-2x.aspx
Horses,Products,TETANUS TOXOID,https://www.zoetisus.com/products/horses/tetanus-toxoid.aspx,/products/horses/tetanus-toxoid.aspx
Horses,Products,TORBUGESIC® (butorphanol tartrate),https://www.zoetisus.com/products/horses/torbugesic-equine.aspx,/products/horses/torbugesic-equine.aspx
Horses,Products,WEST NILE-INNOVATOR®,https://www.zoetisus.com/products/horses/west-nile-equine-vaccine-for-horses.aspx,/products/horses/west-nile-equine-vaccine-for-horses.aspx
Dairy,Services & Programs,Commitment to Veterinarians,https://www.zoetisus.com/responsibility/commitment-to-veterinarians/homepage.aspx,/responsibility/commitment-to-veterinarians/homepage.aspx
Dairy,Services & Programs,Dairy Reproduction Services,https://www.zoetisus.com/solutions/pages/dairy_repro/index.aspx,/solutions/pages/dairy_repro/index.aspx
Dairy,Conditions,Bovine Footrot,https://www.zoetisus.com/conditions/beef/bovine-footrot.aspx,/conditions/beef/bovine-footrot.aspx
